170100060;28BA0EB65705A224B6B2116EA8D38CDD979991E2827BB62453171452B78B61DA;A4517;EXXA4E2A01022149
170100060;64;1;1;101;1
170100060;64;1;1;102;0
170100060;64;1;1;103;0
170100060;64;1;1;104;0
170100060;64;1;1;105;0
170100060;64;2;0;101;0
170100060;64;2;0;102;0
170100060;64;2;0;103;0
170100060;64;2;0;104;0
170100060;64;2;0;105;0
170100060;64;3;1;101;1
170100060;64;4;1;101;0
170100060;64;4;1;102;0
170100060;64;4;1;103;0
170100060;64;4;1;104;0
170100060;64;4;1;105;0
170100060;64;4;1;106;0
170100060;64;4;1;107;0
170100060;64;4;1;108;0
170100060;64;4;1;109;0
170100060;64;4;1;110;0
170100060;64;4;1;111;0
170100060;64;4;1;112;0
170100060;64;4;1;113;0
170100060;64;5;0;101;0
170100060;64;5;0;102;0
170100060;64;5;0;103;0
170100060;64;5;0;104;0
170100060;64;5;0;105;0
170100060;64;6;0;101;0
170100060;64;6;0;102;0
170100060;64;7;4;101;0
170100060;64;7;4;102;0
170100060;64;7;4;103;1
170100060;64;7;4;104;0
170100060;64;7;4;105;0
170100060;64;7;4;106;0
170100060;64;7;4;107;1
170100060;64;7;4;108;0
170100060;64;7;4;109;0
170100060;64;7;4;110;0
170100060;64;7;4;111;0
170100060;64;7;4;112;0
170100060;64;7;4;113;0
170100060;64;7;4;114;0
170100060;64;7;4;115;0
170100060;64;7;4;116;0
170100060;64;7;4;117;0
170100060;64;8;2;101;0
170100060;64;8;2;102;0
170100060;64;8;2;103;0
170100060;64;8;2;104;0
170100060;64;8;2;105;0
170100060;64;8;2;106;0
170100060;64;8;2;107;0
170100060;64;8;2;108;0
170100060;64;8;2;109;0
170100060;64;8;2;110;0
170100060;64;8;2;111;0
170100060;64;8;2;112;0
170100060;64;8;2;113;0
170100060;64;8;2;114;0
170100060;64;8;2;115;2
170100060;64;9;0;101;0
170100060;64;10;1;101;0
170100060;64;10;1;102;0
170100060;64;10;1;103;0
170100060;64;10;1;104;0
170100060;64;10;1;105;0
170100060;64;10;1;106;0
170100060;64;11;0;101;0
170100060;64;12;9;101;1
170100060;64;12;9;102;3
170100060;64;12;9;103;0
170100060;64;12;9;104;1
170100060;64;12;9;105;0
170100060;64;12;9;106;0
170100060;64;12;9;107;0
170100060;64;12;9;108;0
170100060;64;12;9;109;0
170100060;64;12;9;110;0
170100060;64;12;9;111;0
170100060;64;12;9;112;0
170100060;64;12;9;113;0
170100060;64;13;5;101;1
170100060;64;13;5;102;0
170100060;64;13;5;103;0
170100060;64;13;5;104;0
170100060;64;13;5;105;0
170100060;64;13;5;106;0
170100060;64;13;5;107;0
170100060;64;13;5;108;0
170100060;64;13;5;109;0
170100060;64;13;5;110;0
170100060;64;13;5;111;0
170100060;64;13;5;112;1
170100060;64;13;5;113;0
170100060;64;13;5;114;0
170100060;64;13;5;115;0
170100060;64;13;5;116;0
170100060;64;13;5;117;0
170100060;64;14;0;101;0
170100060;64;14;0;102;0
170100060;64;14;0;103;0
170100060;64;14;0;104;0
170100060;64;14;0;105;0
170100060;64;14;0;106;0
170100060;64;14;0;107;0
170100060;64;14;0;108;0
170100060;64;14;0;109;0
170100060;64;14;0;110;0
170100060;64;14;0;111;0
170100060;64;15;1;101;1
170100060;64;15;1;102;0
170100060;64;15;1;103;0
170100060;64;15;1;104;0
170100060;64;16;0;101;0
170100060;64;16;0;102;0
170100060;64;16;0;103;0
170100060;64;16;0;104;0
170100060;64;16;0;105;0
170100060;64;16;0;106;0
170100060;64;16;0;107;0
170100060;64;16;0;108;0
170100060;64;16;0;109;0
170100060;64;16;0;110;0
170100060;64;16;0;111;0
170100060;64;16;0;112;0
170100060;64;16;0;113;0
170100060;64;16;0;114;0
170100060;64;16;0;115;0
170100060;64;17;6;101;1
170100060;64;17;6;102;0
170100060;64;17;6;103;0
170100060;64;17;6;104;1
170100060;64;17;6;105;0
170100060;64;17;6;106;0
170100060;64;17;6;107;0
170100060;64;17;6;108;0
170100060;64;17;6;109;0
170100060;64;17;6;110;1
170100060;64;17;6;111;0
170100060;64;17;6;112;0
170100060;64;17;6;113;0
170100060;64;18;16;101;5
170100060;64;18;16;102;2
170100060;64;18;16;103;1
170100060;64;18;16;104;0
170100060;64;18;16;105;0
170100060;64;18;16;106;0
170100060;64;18;16;107;0
170100060;64;18;16;108;0
170100060;64;18;16;109;0
170100060;64;18;16;110;0
170100060;64;18;16;111;0
170100060;64;18;16;112;0
170100060;64;18;16;113;0
170100060;64;18;16;114;0
170100060;64;18;16;115;0
170100060;64;18;16;116;0
170100060;64;18;16;117;0
170100060;64;18;16;118;0
170100060;64;18;16;119;0
170100060;64;18;16;120;0
170100060;64;18;16;121;0
170100060;64;18;16;122;0
170100060;64;19;0;101;0
170100060;64;19;0;102;0
170100060;64;19;0;103;0
170100060;64;19;0;104;0
170100060;64;19;0;105;0
170100060;64;19;0;106;0
170100060;64;19;0;107;0
170100060;64;19;0;108;0
170100060;64;19;0;109;0
170100060;64;19;0;110;0
170100060;64;19;0;111;0
170100060;64;20;0;101;0
170100060;64;20;0;102;0
170100060;64;21;1;101;0
170100060;64;21;1;102;0
170100060;64;21;1;103;0
170100060;64;21;1;104;0
170100060;64;21;1;105;0
170100060;64;21;1;106;0
170100060;64;22;0;101;0
170100060;64;22;0;102;0
170100060;64;22;0;103;0
170100060;64;22;0;104;0
170100060;64;22;0;105;0
170100060;64;22;0;106;0
170100060;64;22;0;107;0
170100060;64;22;0;108;0
170100060;64;22;0;109;0
170100060;64;22;0;110;0
170100060;64;22;0;111;0
170100060;64;22;0;112;0
170100060;64;22;0;113;0
170100060;64;22;0;114;0
170100060;64;22;0;115;0
170100060;64;22;0;116;0
170100060;64;22;0;117;0
170100060;64;22;0;118;0
170100060;64;22;0;119;0
170100060;64;22;0;120;0
170100060;64;22;0;121;0
170100060;64;22;0;122;0
170100060;64;23;0;101;0
170100060;64;23;0;102;0
170100060;64;23;0;103;0
170100060;64;24;0;102;0
170100060;64;24;0;103;0
170100060;64;25;0;101;0
170100060;64;25;0;102;0
170100060;64;25;0;103;0
170100060;64;25;0;104;0
170100060;64;25;0;105;0
170100060;64;25;0;106;0
170100060;64;25;0;108;0
170100060;64;25;0;109;0
170100060;64;25;0;110;0
170100060;64;25;0;111;0
170100060;64;25;0;112;0
170100060;64;25;0;113;0
170100060;64;25;0;114;0
170100060;64;26;8;101;0
170100060;64;26;8;102;0
170100060;64;26;8;103;1
170100060;64;26;8;104;0
170100060;64;26;8;105;0
170100060;64;26;8;106;0
170100060;64;26;8;107;0
170100060;64;26;8;108;0
170100060;64;26;8;109;0
170100060;64;26;8;110;0
170100060;64;26;8;111;0
170100060;64;26;8;112;0
170100060;64;26;8;113;0
170100060;64;26;8;114;0
170100060;64;26;8;115;0
170100060;64;26;8;116;0
170100060;64;27;0;101;0
170100060;64;27;0;102;0
170100060;64;27;0;103;0
170100060;64;27;0;104;0
170100060;64;27;0;105;0
170100060;64;27;0;106;0
170100060;64;27;0;107;0
170100060;64;27;0;108;0
170100060;64;27;0;109;0
170100060;64;27;0;110;0
170100060;64;27;0;111;0
170100060;64;28;13;101;6
170100060;64;28;13;102;1
170100060;64;28;13;103;2
170100060;64;28;13;104;0
170100060;64;28;13;105;0
170100060;64;28;13;106;0
170100060;64;28;13;107;0
170100060;64;28;13;108;0
170100060;64;28;13;109;0
170100060;64;28;13;110;0
170100060;64;28;13;111;0
170100060;64;28;13;112;0
170100060;64;28;13;113;0
170100060;64;99;5;0;0
